rel_path,eye_angle,chin_length,eyebrow_shape,eyebrow_thickness,face_shape,hair,face_color,hair_color,glasses
0/cs11644132208179146954.png,2,1,4,2,1,38,0,2,5
0/cs1221865451970123882.png,0,1,6,3,5,43,0,7,11
0/cs12298023039536026322.png,2,0,5,3,5,40,10,1,11
0/cs1242605243480735022.png,2,2,12,2,3,17,10,0,11
0/cs12305992896570287585.png,1,2,12,2,6,7,3,4,11
0/cs11848801556119897504.png,0,1,7,2,0,48,8,7,8
0/cs12640029571851524215.png,2,2,7,3,0,9,10,1,11
0/cs11809553102981944853.png,0,1,12,3,3,19,5,5,11
0/cs12646428637041288451.png,0,0,7,1,2,60,6,8,11
0/cs11841936618266862271.png,1,0,3,1,2,62,7,8,11
0/cs1197553576221761092.png,1,2,13,3,0,107,9,4,11
0/cs12714127386800979022.png,1,0,8,1,0,73,7,1,8
0/cs12553192549914389521.png,2,2,12,2,6,26,2,5,11
0/cs12155106324769060239.png,0,0,7,3,2,61,9,7,11
0/cs11902205541107477163.png,1,2,6,1,1,101,3,7,11
0/cs11858873634177836679.png,0,2,9,0,0,88,0,4,11
0/cs12688373289917540798.png,2,1,9,0,3,41,7,2,11
0/cs12558266059204270927.png,0,0,6,1,2,39,4,0,10
0/cs12785911719324552891.png,0,0,6,3,0,13,8,2,4
0/cs12414456813881944632.png,0,0,11,2,3,91,8,3,11
0/cs11622404698929467117.png,0,2,0,3,2,99,7,7,11
0/cs12393267675582312390.png,1,1,5,2,1,22,6,4,6
0/cs12019245832197369323.png,0,1,11,1,0,85,8,4,11
0/cs12517482340856003380.png,1,1,13,1,4,33,2,6,7
0/cs11966859308812695189.png,1,0,2,0,6,38,5,7,11
0/cs11592347960850357810.png,0,2,8,2,1,91,1,0,2
0/cs12651908254193983294.png,0,0,3,3,1,57,6,9,2
0/cs11725281067212682641.png,1,0,11,0,0,57,6,7,11
0/cs12299631104096215842.png,2,1,8,2,1,79,10,2,9
0/cs1212106706731408957.png,2,2,8,0,6,108,1,2,0
0/cs12755948687998867424.png,2,1,9,2,1,96,0,7,4
0/cs12005849956189185059.png,2,1,6,2,0,73,4,3,11
0/cs12836484737711745080.png,1,1,0,3,3,6,4,7,11
0/cs12830982760884761239.png,2,0,13,3,2,26,4,2,11
0/cs13004565263524068898.png,2,2,13,0,5,99,2,5,11
0/cs12683966839621658910.png,2,2,8,3,0,109,0,0,11
0/cs12667265239936834202.png,1,2,0,0,2,19,0,2,8
0/cs12785782543848065134.png,2,2,0,2,0,39,3,1,9
0/cs12319223842107602116.png,0,0,0,1,2,69,9,3,11
0/cs12801848807125532650.png,1,2,5,0,4,82,5,3,9
0/cs11599741776086529459.png,2,2,0,3,2,19,5,4,11
0/cs12833359344537674783.png,1,0,7,0,0,19,8,0,1
0/cs12085868461337979680.png,0,0,2,2,6,73,5,5,11
0/cs12153042030253664698.png,2,1,11,1,6,38,8,1,6
0/cs12479508307555242067.png,2,1,0,3,0,33,7,9,11
0/cs12159291425623403713.png,2,2,5,0,1,102,6,4,6
0/cs12548318354559412082.png,1,0,13,1,2,90,6,0,3
0/cs12795074894301940156.png,1,1,10,0,3,46,9,0,11
0/cs1229916804896605951.png,0,0,13,1,6,35,3,5,1
0/cs12011453102419868683.png,1,1,6,1,2,101,2,8,11
0/cs12712813971483633341.png,1,2,11,2,0,82,10,2,11
0/cs11776362375707963630.png,0,1,0,0,2,16,0,1,11
0/cs12847138452169967877.png,1,2,11,1,1,58,9,5,3
0/cs11784180804847219533.png,2,0,10,0,4,71,1,7,11
0/cs11593410579230642764.png,1,0,6,0,3,26,9,1,6
0/cs12720748484804802726.png,2,2,13,2,0,11,3,6,11
0/cs12971684279473781603.png,1,2,0,2,0,47,10,9,11
0/cs12247767120204960982.png,2,0,5,3,4,69,1,3,11
0/cs12112689672881943271.png,2,1,9,0,3,91,7,7,10
0/cs11766269475802035556.png,0,1,13,0,0,44,3,9,11
0/cs12586302949242502818.png,0,0,12,0,1,60,3,1,11
0/cs12515906306106101078.png,0,1,2,3,6,8,5,9,1
0/cs11840570922816303941.png,2,1,12,0,6,87,7,0,5
0/cs12031244437458455490.png,1,0,9,2,0,63,7,2,11
0/cs12947832073696604966.png,2,0,13,3,0,110,7,1,5
0/cs11617754777823675195.png,2,1,1,1,6,110,1,0,11
1/cs14363846514836842618.png,2,2,4,0,0,85,5,9,11
1/cs1338782268499888483.png,1,0,11,0,4,105,10,4,5
1/cs14271778853743514222.png,1,2,0,2,1,59,2,8,5
1/cs14402749565740403479.png,1,1,7,0,5,51,6,5,11
1/cs1360835796306725188.png,0,1,3,2,1,52,3,4,1
1/cs1402911525769456488.png,0,2,11,2,6,2,8,2,11
1/cs13190705877375985073.png,2,0,2,2,2,31,4,2,6
1/cs13672101927059942954.png,1,1,12,2,3,87,4,3,11
1/cs14511476387069417243.png,2,0,4,1,1,109,8,8,11
1/cs14393524493394026211.png,2,1,3,1,0,86,3,3,11
1/cs13679509402494882728.png,2,1,4,0,0,3,3,9,11
1/cs13089586729677018069.png,0,2,8,0,2,43,5,4,11
1/cs14178458454750932825.png,0,0,5,1,1,40,7,3,3
1/cs13206671753905095609.png,1,2,11,1,5,17,3,4,6
1/cs14177338272059285354.png,0,1,11,3,3,15,10,0,7
1/cs1376301214957803851.png,0,2,10,3,3,79,0,2,11
1/cs13291417436895173608.png,0,0,1,2,3,99,5,7,9
1/cs13929868350546922161.png,2,0,5,0,0,89,10,5,5
1/cs13892333694954740798.png,1,2,7,0,4,40,5,6,11
1/cs142027289136508487.png,2,2,7,2,2,103,0,2,1
1/cs14439732284779512601.png,1,2,0,0,6,4,2,1,11
1/cs13993786898571733550.png,2,1,10,3,1,9,0,8,0
1/cs13752676300243791786.png,0,1,2,1,0,88,9,8,11
1/cs13161116862503332415.png,1,0,6,3,6,86,3,2,8
1/cs13858844294864005914.png,0,1,9,3,0,57,6,6,6
1/cs13269561136778929121.png,2,1,5,2,5,37,0,8,9
1/cs13846502241132058923.png,1,0,5,1,0,101,3,8,9
1/cs13815652336759360786.png,2,1,1,2,1,108,8,3,11
1/cs13713456350276765537.png,0,0,7,3,2,78,4,4,11
1/cs13956243352077625548.png,2,2,8,2,4,85,3,2,11
1/cs13631201087340580229.png,2,1,9,2,2,105,0,7,9
1/cs13522426965186211592.png,0,0,12,1,1,36,9,8,11
1/cs13487262388697347502.png,2,0,7,3,2,62,4,8,11
1/cs13270964506365669866.png,0,1,0,0,2,37,6,5,11
1/cs13633694915447753314.png,2,0,3,2,5,36,9,9,11
1/cs13311427622151225615.png,0,1,13,1,2,86,4,1,11
1/cs13215876619883297910.png,0,2,4,3,4,28,8,5,11
1/cs14134693706318362231.png,2,1,4,3,2,105,1,6,2
1/cs13225152508840726963.png,1,2,7,0,5,46,1,1,11
1/cs13855588835333876459.png,1,1,7,1,2,24,9,6,11
1/cs13616921846546091707.png,1,2,6,3,3,0,0,7,11
1/cs13414360127171980237.png,0,0,13,1,4,68,0,0,11
1/cs14074865382746445509.png,1,1,2,1,5,91,4,7,11
1/cs13970927878813897931.png,2,2,7,3,0,85,9,5,9
1/cs14039059705667570430.png,0,2,0,2,4,109,6,2,11
1/cs13604415775564988615.png,2,1,13,2,1,61,7,6,10
1/cs13088228523403744989.png,2,2,7,2,1,38,0,1,7
1/cs13111720121702689914.png,2,0,6,3,6,13,10,1,8
1/cs14007119103692994950.png,1,2,9,0,1,24,0,1,11
1/cs1317267862389077995.png,2,2,10,2,5,91,6,7,11
1/cs14124116300737712686.png,0,2,11,3,4,40,2,7,2
1/cs13674367314621011600.png,1,0,5,3,4,102,6,9,0
1/cs13795339605371176194.png,2,0,10,3,6,84,8,5,11
1/cs13164206827487994226.png,1,2,13,2,0,56,7,1,11
1/cs13543018726611133205.png,0,1,7,3,0,76,0,9,11
1/cs13392174863414195545.png,2,0,13,0,3,66,4,7,11
1/cs13853723717911812354.png,1,0,10,3,2,98,7,3,11
1/cs1450833107812845599.png,2,1,2,0,3,38,8,7,11
1/cs14489461818659645311.png,0,2,1,1,5,14,2,4,11
1/cs13676580362573324261.png,0,0,1,2,1,97,6,8,0
1/cs13811837903956556167.png,0,2,9,0,4,107,7,8,3
1/cs13345890697116391029.png,0,2,10,2,4,70,9,7,4
1/cs13457950698772118567.png,2,0,10,0,6,61,3,8,11
1/cs14045934037528106021.png,0,0,8,3,2,24,1,2,0
1/cs13278864619369418654.png,1,2,5,1,3,40,3,2,5
1/cs13349508435410297431.png,1,1,4,3,0,97,0,3,6
1/cs14510366847074802542.png,1,1,4,0,0,76,6,7,11
1/cs13054614990266852997.png,2,2,11,1,5,50,7,2,9
1/cs13150855331969385493.png,0,2,5,2,1,45,0,8,3
1/cs14137487589253526183.png,1,0,9,0,1,29,5,4,9
1/cs1402271315318798388.png,2,2,13,3,5,55,5,7,3
1/cs14229157290862760391.png,1,0,9,0,4,53,3,9,11
1/cs14209903003659350579.png,2,2,0,3,5,49,5,5,2
1/cs14077322577486392548.png,2,0,1,2,0,53,7,6,7
1/cs133543080433526105.png,2,0,3,0,6,61,2,9,11
1/cs1432169573790588358.png,2,2,6,1,4,26,2,9,11
1/cs14496171367526426593.png,0,1,11,2,4,20,10,3,3
1/cs13834083691865811583.png,1,2,11,3,3,19,9,9,11
1/cs13263761246802516665.png,1,1,12,3,5,55,10,9,1
1/cs13750548163773357453.png,0,2,11,2,2,47,0,8,11
1/cs13643324880399036681.png,1,0,5,0,0,3,8,8,11
1/cs1417041560541516981.png,0,1,8,0,4,92,8,7,2
1/cs13487979031096385722.png,0,2,7,0,4,106,6,2,11
1/cs14028049347897771971.png,0,0,13,1,4,63,3,5,9
1/cs13194853414175551241.png,2,1,9,3,1,66,6,7,11
1/cs14337588290487421030.png,2,1,7,2,4,42,0,9,1
1/cs13125790344724723495.png,1,2,8,1,5,16,6,8,11
1/cs14006298357265329847.png,1,0,1,0,5,33,2,9,11
1/cs13911936833965728861.png,1,0,7,3,3,67,9,5,11
1/cs14483224925251052481.png,1,2,10,3,6,68,6,6,4
1/cs13662826268199034916.png,1,2,5,1,6,15,2,9,5
1/cs13762665469560818303.png,2,0,1,1,0,9,0,8,11
1/cs14108733995141166049.png,2,2,2,2,6,48,1,7,11
1/cs13183044443674601591.png,0,1,1,2,1,68,4,4,11
1/cs13347974636554110769.png,1,1,9,0,5,60,6,1,11
1/cs13496589282459984739.png,2,0,4,2,6,89,0,5,11
1/cs14029008357116409372.png,2,1,2,0,4,50,4,2,6
1/cs13727638682435978818.png,1,0,2,3,1,13,8,5,3
1/cs13909625049347764684.png,1,1,11,2,0,52,4,6,11
1/cs14141131025845381663.png,0,2,1,1,0,58,2,2,0
1/cs14374278840687736284.png,2,0,11,0,0,15,4,4,8
1/cs14086049402375899027.png,1,1,13,1,3,50,6,2,5
1/cs13655781065343665555.png,0,1,2,3,5,62,7,9,2
1/cs14177734024409461925.png,2,1,13,3,3,62,7,6,9
1/cs13648616708471826164.png,2,1,10,1,2,2,3,3,11
1/cs14096131343173506369.png,0,0,9,0,5,57,10,4,11
1/cs14469218323257370232.png,1,1,11,0,5,59,1,3,11
1/cs14445585731217062149.png,2,0,3,1,6,105,4,1,1
1/cs13200713262228317213.png,2,1,5,2,2,55,1,3,0
1/cs13689828326777049462.png,1,0,5,3,1,97,1,5,1
1/cs13857015431452551013.png,0,1,6,2,0,41,8,3,11
1/cs13165619104471574374.png,2,1,6,1,3,104,2,2,1
1/cs14329196448810182536.png,1,0,1,1,1,89,6,6,11
1/cs14318470729661181067.png,1,0,5,0,0,44,7,5,10
1/cs14293216984656579757.png,0,2,0,1,1,104,1,4,11
1/cs13287794775914086649.png,0,2,12,0,2,93,1,8,11
1/cs13307753838811515342.png,0,1,8,3,3,81,2,5,3
1/cs139902253144108388.png,1,1,4,1,6,104,10,6,0
1/cs14419565979515503878.png,0,0,12,3,4,67,8,2,11
1/cs13375195786368382960.png,1,0,0,3,4,74,4,0,11
1/cs13532192561829830019.png,0,2,9,2,3,49,3,6,11
1/cs13116617978526913130.png,0,2,1,2,4,29,6,3,6
1/cs13439006096230730187.png,0,0,0,2,3,56,1,3,8
1/cs13651460079646965340.png,2,2,0,1,2,11,4,7,11
1/cs13669815671389691020.png,0,1,7,1,5,52,7,0,1
1/cs13687947053800029443.png,0,0,9,3,2,20,5,9,0
1/cs13718917135034385824.png,1,0,8,1,2,35,3,3,11
1/cs14409130420005037486.png,2,0,9,1,2,94,1,8,11
1/cs14465537635602500304.png,2,2,3,0,0,103,7,6,3
1/cs14322310516307657597.png,2,2,2,3,3,45,7,1,8
1/cs14409601949048027997.png,0,0,3,2,2,98,0,1,10
1/cs13342012721065446817.png,1,1,5,0,5,29,8,5,11
1/cs13109606682715285440.png,0,2,1,3,6,87,0,6,11
1/cs13091116841173263698.png,0,0,10,0,3,32,2,1,7
1/cs13118251519382943851.png,1,2,9,0,6,75,10,2,6
1/cs14500103481633432251.png,1,0,2,1,0,103,5,5,0
1/cs13336076674540793071.png,2,2,3,1,2,4,0,5,11
1/cs13351556730712478308.png,2,0,6,0,6,27,0,0,2
1/cs13289641071690214856.png,2,2,10,2,1,24,4,5,5
1/cs13788147176131601136.png,0,0,9,0,6,52,10,1,11
1/cs1358115047201471094.png,0,2,8,3,2,88,7,5,11
1/cs14491273498974030738.png,1,0,4,1,3,102,3,6,11
1/cs13100997805586156968.png,2,1,8,3,1,102,3,6,1
1/cs13017296274597408648.png,0,0,10,1,6,43,4,9,7
1/cs14013669941299796081.png,1,1,3,0,0,3,6,4,6
1/cs13278177062007646981.png,0,1,8,3,1,98,9,6,11
1/cs14125458537537721519.png,2,2,13,3,3,93,4,9,4
1/cs13499892224424363987.png,2,1,6,0,0,35,6,1,11
1/cs14074114381833562442.png,2,2,2,2,4,93,8,7,7
1/cs14199253515566072219.png,0,2,10,3,0,89,7,1,1
1/cs13815899701244080607.png,0,1,12,1,0,56,3,6,11
1/cs13636014253357828742.png,1,1,3,1,6,42,7,0,11
1/cs13436174592791584620.png,2,0,10,2,5,45,7,8,7
1/cs14486488259278508897.png,2,0,1,3,4,101,6,8,11
1/cs13411564354468925636.png,2,0,6,0,4,12,10,0,11
1/cs13146839374383342452.png,1,1,5,2,4,14,4,5,2
1/cs13156643736345599473.png,0,2,6,1,0,93,4,6,11
1/cs13720061740417231953.png,0,0,0,2,2,94,3,8,10
1/cs13594216529558740306.png,2,0,1,1,3,70,5,5,0
1/cs13576966432074394855.png,1,2,8,1,4,24,8,0,7
1/cs14366335411461244891.png,2,0,5,1,0,41,6,1,11
1/cs14461316982179691631.png,2,1,8,1,3,24,6,3,11
1/cs1327139206364993043.png,0,2,5,1,1,62,9,2,11
1/cs13476230551992685428.png,2,1,4,0,4,23,8,4,11
1/cs13578111238249368089.png,0,0,13,3,5,45,3,5,11
1/cs13852423596278180151.png,2,2,3,3,2,69,7,5,8
1/cs13873932517623032797.png,2,0,1,3,2,70,10,9,11
1/cs13340527544846967498.png,0,0,4,1,1,74,4,1,11
1/cs14042075236358019306.png,1,2,2,3,3,110,7,6,4
1/cs13762075701163408519.png,0,2,1,0,5,26,10,2,9
1/cs13305716446324105691.png,2,2,0,3,0,71,1,3,0
1/cs13709432705925661131.png,0,0,3,1,4,32,10,5,4
1/cs13415478006420448859.png,2,1,13,2,6,48,8,9,4
1/cs13407454834633097388.png,2,1,8,3,6,90,8,1,3
1/cs13521033018700133586.png,1,0,4,1,2,102,7,1,11
1/cs13958118663249472314.png,2,1,11,0,2,74,7,7,11
1/cs13885037322283772095.png,1,0,13,3,2,86,9,9,0
1/cs13656720882525105679.png,0,0,12,3,4,10,7,2,7
1/cs14325176091319392944.png,0,2,5,1,3,69,6,8,2
1/cs14180263465871666730.png,0,0,8,2,2,108,6,3,11
1/cs1419443286019464323.png,0,1,10,0,4,83,8,9,2
1/cs14459020412799035381.png,0,2,6,0,6,105,9,2,11
1/cs14253961337995651400.png,0,1,3,2,6,45,1,3,5
1/cs1344022245061163737.png,1,1,7,2,4,9,5,6,1
1/cs13475119483387931328.png,2,0,8,2,1,2,7,6,11
1/cs14276375425381394270.png,2,2,4,2,2,69,9,5,3
1/cs1380142177918515066.png,0,1,4,1,3,87,10,1,11
1/cs13238360788152022318.png,2,2,5,0,3,36,9,4,5
1/cs13035350692186675833.png,2,1,6,3,4,93,4,4,0
1/cs13774116893418722833.png,2,0,6,3,5,69,0,3,11
1/cs14249264354718195542.png,2,1,2,2,4,52,0,5,11
1/cs1319688524984241313.png,0,2,7,3,6,85,1,7,10
1/cs13965222430702285062.png,2,2,13,1,1,83,2,1,10
1/cs13159068259953262113.png,2,1,0,3,1,5,2,2,3
1/cs13525454414095068584.png,0,0,9,0,4,8,5,3,7
1/cs14224431476465133816.png,0,2,12,3,2,52,5,7,11
1/cs13973552345566309302.png,1,0,2,2,1,26,3,2,11
1/cs14025329617012172047.png,2,1,6,1,4,51,4,3,0
1/cs13763746417234102091.png,2,2,2,2,3,38,5,0,10
1/cs14063973231884291522.png,2,0,13,3,2,58,5,1,5
1/cs13608764330000944543.png,2,2,4,1,2,109,7,1,11
1/cs13031350601764929052.png,2,0,2,2,6,16,6,7,11
1/cs14504222495980524683.png,2,2,11,3,1,69,2,7,11
1/cs13948360961239475211.png,2,0,5,1,4,62,4,6,11
1/cs13512642469579799858.png,0,2,12,0,0,21,1,4,5
1/cs1365188477143480426.png,0,0,5,0,4,103,5,9,11
1/cs13384503634481604741.png,2,1,1,0,3,46,10,5,11
1/cs13600160162873047826.png,0,2,6,1,1,105,1,8,11
1/cs13884474835362976096.png,0,1,1,2,2,7,6,5,7
1/cs13482509695350200015.png,0,0,5,0,2,19,1,0,3
1/cs13978322285980427355.png,1,0,12,1,0,55,10,0,11
1/cs14475322598793755151.png,2,2,4,3,2,34,0,6,3
1/cs13242086130558084167.png,0,0,5,3,5,37,6,5,11
1/cs13306289929503624266.png,2,1,12,1,1,109,1,9,3
1/cs14407765905187220978.png,2,1,11,2,6,64,8,7,11
1/cs13297723086731772251.png,1,2,12,3,5,91,5,4,11
1/cs1364251421921916773.png,1,1,0,2,6,40,1,8,5
1/cs14272374276480449293.png,2,2,1,0,1,29,2,1,11
1/cs13042392931480484361.png,2,0,0,1,4,57,3,2,11
1/cs13083911742472408854.png,1,0,2,3,1,46,2,0,11
1/cs14198577360386334820.png,1,1,8,2,1,0,7,7,7
1/cs13793569471063981881.png,0,2,9,0,3,94,4,9,9
1/cs1436981933885223408.png,1,1,9,2,6,90,1,2,11
1/cs13426245539136912434.png,2,0,5,1,4,4,7,9,11
1/cs13038049039485361763.png,1,2,9,3,6,22,1,9,11
1/cs13011360942620710975.png,2,1,8,0,5,65,3,4,11
1/cs13157662819125006088.png,2,2,6,0,1,88,1,7,11
1/cs13622314425761513268.png,1,1,12,2,0,30,9,2,11
1/cs14102466087706527053.png,0,0,9,0,2,109,10,4,9
1/cs13068514818723410761.png,2,1,2,2,5,88,5,5,11
1/cs13689501281234958529.png,0,0,10,3,6,33,6,7,11
1/cs13467976408395064841.png,0,2,5,2,2,53,4,1,0
1/cs13440845074018689360.png,0,0,9,2,6,92,0,7,10
1/cs14276487509037169577.png,0,2,10,1,0,52,4,5,9
1/cs13549852659986373858.png,0,2,12,3,4,87,8,5,11
1/cs13060928794191469932.png,0,0,13,3,3,6,8,8,11
1/cs13050700945725096162.png,1,2,0,3,4,96,7,5,11
1/cs14463295495473746406.png,0,2,8,1,4,108,0,3,7
1/cs14109715760385668411.png,1,2,0,0,5,10,5,5,11
1/cs13176460989382088041.png,1,0,1,2,4,7,4,8,11
1/cs13674664387890891180.png,1,2,3,0,2,16,10,0,2
1/cs1377124411565196257.png,1,2,7,2,2,11,3,9,11
1/cs14162819537234442158.png,1,0,9,3,0,25,8,4,11
1/cs13320963714992911620.png,2,0,13,0,4,58,3,3,11
1/cs13746560050831586107.png,2,2,3,1,3,110,0,8,11
1/cs13756994960527014385.png,2,1,11,1,5,32,9,9,11
1/cs13750710473103669053.png,1,1,7,2,0,98,9,3,11
1/cs1421255751490429817.png,0,2,0,2,3,25,1,1,11
1/cs13730011512639174815.png,2,2,2,1,2,99,6,1,9
1/cs14141096423053196298.png,1,0,3,3,5,36,9,5,11
1/cs14176456493802675387.png,2,2,1,2,1,65,10,5,9
1/cs13070781233752104018.png,2,0,9,3,6,38,0,0,11
1/cs13551136908788738110.png,1,1,7,2,3,66,1,1,2
1/cs14232523913602758695.png,1,1,12,3,3,79,10,8,11
1/cs14500812489329214158.png,2,2,2,0,2,65,7,8,5
1/cs14262890585254737203.png,2,0,3,2,1,95,5,1,11
1/cs14373046332377773115.png,2,2,10,0,6,29,6,2,11
1/cs13851304042231347.png,1,0,5,3,5,81,6,3,11
1/cs14348242916881092160.png,0,1,12,2,6,64,1,4,11
1/cs13616380655456708346.png,0,0,10,1,2,91,0,9,11
1/cs13736671448074006576.png,2,1,7,3,4,104,5,3,11
1/cs13433361209496924653.png,0,0,5,1,5,92,9,9,6
1/cs13388808363328702036.png,1,1,6,0,3,81,6,6,2
1/cs14065861646600342864.png,1,0,9,3,2,57,7,0,11
1/cs14119951376557871499.png,0,2,12,3,4,88,6,9,11
1/cs14307705059976880911.png,2,2,4,1,6,42,7,5,0
1/cs13250422974069190312.png,0,0,11,1,6,60,2,6,4
1/cs14395117758414371250.png,2,1,5,2,0,91,2,6,11
1/cs13441813812967340619.png,1,1,6,3,4,104,10,0,11
1/cs13100437062258448840.png,1,2,10,0,1,15,10,0,0
1/cs1354460785282171879.png,1,2,11,3,2,25,5,1,3
1/cs14467173358309033816.png,1,1,8,2,6,19,4,6,11
1/cs13756152759829346274.png,1,0,13,1,6,89,1,5,11
1/cs13226194353807164301.png,0,2,0,2,4,77,6,9,11
1/cs13395393403318727789.png,1,1,11,1,6,63,10,4,11
1/cs13812178280348051833.png,0,0,2,0,2,71,10,8,11
1/cs14106941320669819618.png,2,0,1,0,3,20,3,6,9
1/cs13103842394623395691.png,2,1,10,1,5,3,7,7,6
1/cs14273844384363268466.png,2,0,6,3,3,87,3,0,9
1/cs14286744127560959176.png,1,0,6,0,2,79,4,2,11
1/cs13136507932445610331.png,0,1,3,3,3,19,4,0,0
1/cs13603175163514174091.png,0,2,7,1,0,26,10,7,11
1/cs13253840570012388237.png,2,2,4,0,1,47,5,1,5
1/cs13976735881117041649.png,1,0,7,3,1,101,9,6,11
1/cs14231082424826669586.png,0,1,4,3,4,77,1,6,11
1/cs13167565462773895103.png,0,0,8,2,5,90,10,1,7
1/cs13977017446537166615.png,2,0,0,0,3,96,6,8,11
1/cs13848757608284528763.png,0,0,4,1,4,98,1,3,11
1/cs14120143653746429876.png,1,0,2,2,0,79,2,3,11
1/cs13244678462460073027.png,1,0,10,1,2,84,5,4,11
1/cs14083634127971148463.png,0,0,13,0,6,30,5,8,7
1/cs14186093770485401908.png,0,2,5,0,4,16,9,5,8
1/cs14202594909435585638.png,2,2,6,3,0,88,1,1,11
1/cs13323330145255388376.png,2,2,9,0,3,80,2,4,11
1/cs13993099724836030332.png,1,0,1,1,4,11,2,1,3
1/cs13107862279819619034.png,0,0,8,0,1,94,10,6,11
1/cs1407775715419611730.png,0,2,13,2,3,30,4,6,11
1/cs13999571891116518525.png,0,2,7,3,2,70,6,0,11
1/cs13059143082593572053.png,2,0,11,2,6,64,4,8,3
1/cs14223363677349406780.png,1,0,12,3,3,101,2,3,6
1/cs1448900119568413119.png,1,2,3,1,6,77,10,9,11
1/cs14063566244570797357.png,1,0,3,0,2,36,1,0,7
1/cs13954615863375896689.png,1,1,2,3,4,16,10,9,4
1/cs13271913794400859458.png,0,0,6,3,2,92,8,9,11
1/cs13322144210685851011.png,1,1,5,2,5,26,7,3,2
1/cs13564814755207571738.png,1,1,7,2,6,70,6,2,1
1/cs13658678455455399342.png,1,2,1,2,0,78,3,9,1
1/cs14131984189987714556.png,0,2,10,3,5,60,2,8,7
1/cs14139193845856056291.png,0,2,0,2,1,45,3,2,11
1/cs14333357049608761253.png,0,2,5,1,0,16,10,8,11
1/cs13776534260802460021.png,1,2,2,2,4,44,2,4,0
1/cs14064100338316257637.png,1,0,0,0,4,40,8,5,6
1/cs142747971685657462.png,2,2,3,3,3,96,2,7,11
1/cs1434233316975731572.png,2,2,1,1,0,6,8,9,11
1/cs14221624413574209053.png,2,2,0,3,0,46,5,7,11
1/cs14185089156864012549.png,0,1,3,1,2,62,8,5,10
1/cs13825107741727481901.png,2,2,6,3,1,11,6,5,1
1/cs13738609048836343857.png,2,2,0,2,0,84,6,7,11
1/cs1444435584077511509.png,2,0,9,3,5,67,0,8,4
1/cs13382621852158629130.png,2,0,3,2,4,92,2,1,1
1/cs14513287485411763229.png,1,2,2,3,5,55,3,9,2
1/cs14294941011568813579.png,0,1,11,1,6,5,8,9,11
1/cs13661655873137296064.png,2,0,4,1,6,10,8,6,5
1/cs14026618276129018742.png,1,2,4,1,3,100,7,5,3
1/cs13289024091696439959.png,0,2,0,1,0,44,2,3,2
1/cs1381994373260853113.png,2,0,5,2,6,71,2,2,11
1/cs14444384431357870524.png,2,2,8,1,4,98,2,8,11
1/cs13413286170541115325.png,1,1,0,0,4,22,9,3,11
1/cs14047761259589093239.png,2,1,3,1,2,18,3,0,6
1/cs13545280445214608024.png,2,2,12,0,2,1,1,6,9
1/cs13112574683004623412.png,2,2,11,2,0,108,3,7,4
1/cs13170035429186368013.png,0,0,6,1,2,85,10,0,11
1/cs13022456650300400074.png,0,1,13,0,1,76,4,6,8
1/cs13038302753360277047.png,1,0,4,1,6,80,10,8,11
1/cs13749394980339200204.png,2,2,5,2,4,14,9,0,5
1/cs14182791410996807642.png,2,2,0,0,4,49,4,1,2
1/cs13163195993917356833.png,0,2,7,0,0,23,0,1,11
1/cs1309858460053474189.png,2,2,0,0,5,102,2,6,5
1/cs13533488652518777597.png,0,1,3,2,6,82,4,7,11
1/cs13304458284987460156.png,1,1,8,0,1,45,4,6,5
1/cs14286018624225100751.png,1,2,2,2,6,103,7,3,8
1/cs14039144112330821675.png,0,0,5,2,2,45,2,6,3
1/cs13567731502903437515.png,0,0,9,2,6,75,5,5,3
1/cs14435613130236167344.png,1,0,11,2,1,106,0,7,11
1/cs14484611483267082866.png,1,2,10,2,6,53,5,3,11
1/cs13286711395366525353.png,0,1,6,2,0,68,0,2,11
1/cs14329797460179415439.png,1,2,10,0,6,39,5,7,4
1/cs14437739295389821877.png,0,1,2,2,5,31,4,1,9
1/cs13941561755577973681.png,2,0,10,3,3,95,10,3,11
1/cs13235713566698021719.png,1,0,8,3,1,68,6,8,7
1/cs14122182082563487648.png,0,2,9,0,6,84,3,1,7
1/cs13190847686958347173.png,2,1,7,2,2,16,4,2,11
1/cs13563562572842047410.png,1,2,1,1,0,57,10,9,3
1/cs13462691057817278675.png,1,1,1,2,4,68,5,8,4
1/cs13351348020016302302.png,0,1,8,2,4,50,5,0,11
1/cs1362292106770216634.png,2,1,11,1,3,98,0,9,5
1/cs13964015982476839437.png,0,0,4,3,0,40,7,9,4
1/cs14238885055453177623.png,1,0,5,0,0,60,8,2,4
1/cs13583911039339024289.png,2,1,12,1,3,9,3,9,3
1/cs1355975238785357184.png,1,2,11,1,2,6,4,5,11
1/cs13119186082011442092.png,2,1,3,2,1,62,3,9,8
1/cs13094411506758849166.png,1,2,7,0,2,85,10,9,11
1/cs14002074883219573922.png,1,0,13,3,1,15,4,9,6
1/cs13994009183650867559.png,1,2,6,0,4,68,9,0,10
1/cs13124948352546093871.png,1,0,1,3,2,106,4,6,4
1/cs13144006547985552423.png,0,0,5,0,6,40,0,4,7
1/cs14458853374620599923.png,0,0,13,1,2,3,0,1,11
1/cs13147653117010550884.png,2,2,12,3,4,7,5,3,11
1/cs14353600727876876328.png,2,2,11,3,3,86,7,6,4
